y_m,airfoil_name,section_index,chord_m,cl_local,reynolds,alpha_eff_deg,alpha_sep_deg,alpha_margin_deg,alpha_excess_deg,thickness_ratio,thickness_factor,cl_attached,cd_baseline,cd_drag_rise_2d,onset_proximity,cd_pressure_rise,cd_attached,cd_separation,reference_slope_per_deg,slope_limit_per_deg,lift_per_span_N_m
0.0,naca23010,0.0,1.928,0.11787076330642692,2612107.363554844,0.0,13.25,13.25,0.0,0.10004833302099847,0.33413888368330774,0.13020203874082667,0.005860621203139795,0.0,0.0,0.0,0.005691588380631573,0.0,0.10825531362314672,0.0757787195362027,54.85805764306325
0.01905,naca23010,2.0,1.9089333333333334,0.1190480713425252,2586275.319779717,0.0,13.25,13.25,0.0,0.10004833302099847,0.33413888368330774,0.13018141731207356,0.005854215578844035,0.0,0.0,0.0,0.005681243001896695,0.0,0.1081249735724425,0.07568748150070974,54.85805764306325
0.0381,naca23010,2.0,1.8805514285714287,0.12084478424896175,2547822.7355368314,0.0,13.25,13.25,0.0,0.10004833302099847,0.33413888368330774,0.13015388976904188,0.005844544200900897,0.0,0.0,0.0,0.0056658165918377044,0.0,0.107967429050846,0.07557720033559219,54.85805764306325
0.057150000000000006,naca23010,3.0,1.849527142857143,0.12287185539960697,2505790.180991543,0.0,13.25,13.25,0.0,0.10004833302099847,0.33413888368330774,0.13012821406642802,0.005833793731235595,0.0,0.0,0.0,0.005648938957499012,0.0,0.1081680654235182,0.07571764579646273,54.85805764306325
0.0762,naca23010,3.0,1.8191000000000002,0.12492706924016882,2464566.6519930586,0.0,13.25,13.25,0.0,0.10004833302099847,0.33413888368330774,0.13010758497145866,0.005823079499205273,0.0,0.0,0.0,0.005632397223811854,0.0,0.108385626916922,0.0758699388418454,54.85805764306325
0.09525,naca23010,4.0,1.7889375,0.12703341042087332,2423701.6684073624,0.0,13.25,13.25,0.0,0.10004833302099847,0.33413888368330774,0.13009163703353083,0.005812304146630191,0.0,0.0,0.0,0.005616037820966094,0.0,0.10862239783625771,0.0760356784853804,54.85805764306325
0.11430000000000001,naca23010,4.0,1.757345,0.1293171412868794,2380899.2815385307,0.0,13.0,13.0,0.0,0.10004833302099847,0.33413888368330774,0.13007976827540127,0.005800869089529128,0.0,0.0,0.0,0.0055989752521907535,0.0,0.10881989338727166,0.07617392537109016,54.85805764306325
0.13335,naca23010,4.0,1.7189275,0.1299700557297293,2328850.197182012,0.0,13.0,13.0,0.0,0.10004833302099847,0.33413888368330774,0.13007199702773406,0.00579831357991494,0.0,0.0,0.0,0.0055783761937087725,0.0,0.1084709567996579,0.07592966975976052,53.929720039353505
0.1524,naca23010,5.0,1.68051,0.1288630459001753,2276801.1128254933,0.0,13.0,13.0,0.0,0.10004833302099847,0.33413888368330774,0.13007146203772263,0.00580515986960238,0.0,0.0,0.0,0.005558003904849581,0.0,0.10809942854985194,0.07566959998489635,52.27533137820442
0.17145000000000002,naca23010,5.0,1.6419922535211267,0.1277120346404514,2224616.2117855535,0.0,13.0,13.0,0.0,0.10004833302099847,0.33413888368330774,0.13007802035890068,0.005812556429683737,0.0,0.0,0.0,0.0055378771471392765,0.0,0.10790154581610689,0.07553108207127482,50.62094271705533
0.1905,naca23010,5.0,1.599330985915493,0.12683347452326585,2166817.554497556,0.0,13.0,13.0,0.0,0.10004833302099847,0.33413888368330774,0.13009323482320367,0.005819065238039328,0.0,0.0,0.0,0.0055160260479574525,0.0,0.10832450722763087,0.07582715505934161,48.96655405590625
0.20955000000000001,naca23010,6.0,1.5566697183098592,0.1259067596975689,2109018.897209558,0.0,13.0,13.0,0.0,0.10004833302099847,0.33413888368330774,0.13011626107251115,0.005826278546519917,0.0,0.0,0.0,0.00549474462980159,0.0,0.1088087254917921,0.07616610784425447,47.312165394757166
0.22860000000000003,naca23010,6.0,1.5140084507042253,0.12492781949736391,2051220.2399215603,0.0,13.0,13.0,0.0,0.10004833302099847,0.33413888368330774,0.13014632342769783,0.005834271513269625,0.0,0.0,0.0,0.005474150163813085,0.0,0.10838269469013068,0.07586788628309146,45.65777673360808
0.24765,naca23010,6.0,1.4716537037037036,0.12386630651194391,1993836.865169711,0.0,13.0,13.0,0.0,0.10004833302099847,0.33413888368330774,0.13018211630554807,0.005843239578476214,0.0,0.0,0.0,0.005454506688345354,0.0,0.10821594643105381,0.07575116250173766,44.003388072459
0.2667,naca23010,6.0,1.4300259259259258,0.12267948423672648,1937438.408291206,0.0,13.0,13.0,0.0,0.10004833302099847,0.33413888368330774,0.13022181607626138,0.005853424475434707,0.0,0.0,0.0,0.0054361066245840585,0.0,0.10828022505631257,0.07579615753941879,42.34899941130992
0.28575,naca23010,7.0,1.3883981481481482,0.12142149394100948,1881039.951412701,0.0,12.75,12.75,0.0,0.10004833302099847,0.33413888368330774,0.13026445392672073,0.005864660017914057,0.0,0.0,0.0,0.005418737328467775,0.0,0.10858250126455626,0.07600775088518938,40.694610750160834
0.3048,naca23010,7.0,1.3467703703703704,0.1200857363560369,1824641.4945341956,0.0,12.75,12.75,0.0,0.10004833302099847,0.33413888368330774,0.13030813510968514,0.00587705891323428,0.0,0.0,0.0,0.005402538470211414,0.0,0.10835671882285158,0.0758497031759961,39.04022208901174
0.32385,naca23010,7.0,1.3049039772727271,0.11868646936569867,1767919.755065401,0.0,12.75,12.75,0.0,0.10004833302099847,0.33413888368330774,0.13035078125486207,0.005890666469422761,0.0,0.0,0.0,0.0053875768721621635,0.0,0.10823767724959701,0.07576637407471791,37.385833427862664
0.34290000000000004,naca23010,7.0,1.2579284090909089,0.11767043271251851,1704275.9648398305,0.0,12.75,12.75,0.0,0.10004833302099847,0.33413888368330774,0.13039354725625232,0.005904025061487742,0.0,0.0,0.0,0.005372575004082231,0.0,0.10811072445082748,0.07567750711557923,35.73144476671358
0.36195,naca23010,7.0,1.2109528409090908,0.11657556739241703,1640632.1746142604,-0.25,12.75,13.0,0.0,0.10004833302099847,0.33413888368330774,0.10375674301102342,0.005919122347309305,0.0,0.0,0.0,0.00568010764932724,0.0,0.10826458209109324,0.07578520746376527,34.077056105564495
0.381,naca23010,8.0,1.1639772727272728,0.11590483390113085,1576988.38438869,-0.25,12.75,13.0,0.0,0.10004833302099847,0.33413888368330774,0.10376608276135643,0.005933401624630871,0.0,0.0,0.0,0.005646337936259526,0.0,0.10762935983291122,0.07534055188303784,32.566669777480456
0.40005,naca23010,8.0,1.1170017045454546,0.11845532475385279,1513344.5941631196,0.0,12.75,12.75,0.0,0.10004833302099847,0.33413888368330774,0.13043540786058486,0.005932148788358211,0.0,0.0,0.0,0.00534132489758863,0.0,0.10725683846048109,0.07507978692233676,31.940059773707777
0.41910000000000003,naca23010,8.0,1.0714375,0.12107006415673524,1451612.9581632747,0.0,12.5,12.5,0.0,0.10004833302099847,0.33413888368330774,0.1303973312209177,0.0059326304089170724,0.0,0.0,0.0,0.005336511432365392,0.0,0.10805845009211823,0.07564091506448276,31.3134497699351
0.43815000000000004,naca23010,8.0,1.0277812499999999,0.12368703366336481,1392466.271394503,0.0,12.5,12.5,0.0,0.10004833302099847,0.33413888368330774,0.13032276334103193,0.0059351362264778535,0.0,0.0,0.0,0.0053347716756120996,0.0,0.10919901483676997,0.07643931038573898,30.68683976616243
0.45720000000000005,naca23010,8.0,0.9841249999999999,0.12653618317766369,1333319.5846257317,0.0,12.25,12.25,0.0,0.10004833302099847,0.33413888368330774,0.13020019585846934,0.005939465382810658,0.0,0.0,0.0,0.005336137753791261,0.0,0.11052310883830663,0.07736617618681463,30.060229762389753
0.47625,naca23010,9.0,0.94046875,0.1296498458583673,1274172.8978569605,0.0,12.0,12.0,0.0,0.10004833302099847,0.33413888368330774,0.1300170662373634,0.005946008371144592,0.0,0.0,0.0,0.005340943603134168,0.0,0.11202853389749001,0.078419973728243,29.433619758617077
0.4953,naca23010,9.0,0.8968125,0.13306665069287554,1215026.2110881892,0.0,12.0,12.0,0.0,0.10004833302099847,0.33413888368330774,0.12975869497612025,0.0059552404924095425,0.0,0.0,0.0,0.00534958457436671,0.0,0.11370501698192903,0.07959351188735031,28.8070097548444
0.51435,naca23010,9.0,0.858828,0.1359294793333445,1163563.7670264938,0.0,11.75,11.75,0.0,0.10004833302099847,0.33413888368330774,0.12945971318541277,0.005967563447496708,0.0,0.0,0.0,0.005360596354549827,0.0,0.11528747105642256,0.08070122973949578,28.180399751071732
0.5334,naca23010,9.0,0.829872,0.1375444045338205,1124333.382784225,0.0,11.5,11.5,0.0,0.10004833302099847,0.33413888368330774,0.12917767881400163,0.00598191769902577,0.0,0.0,0.0,0.005371425436689952,0.0,0.11629026795210473,0.0814031875664733,27.553789747299057
0.55245,naca23010,9.0,0.800916,0.13927610046706995,1085102.998541956,0.0,11.5,11.5,0.0,0.10004833302099847,0.33413888368330774,0.12884287042421488,0.0059981799246892975,0.0,0.0,0.0,0.005384589505425424,0.0,0.11593239883473805,0.08115267918431662,26.927179743526377
0.5715,naca23010,10.0,0.77196,0.14113770724399827,1045872.6142996874,0.25,11.5,11.25,0.0,0.10004833302099847,0.33413888368330774,0.15351014628382129,0.006016590401400217,0.0,0.0,0.0,0.005439997339606806,0.0,0.11552739279716673,0.08086917495801671,26.300569739753705
0.59055,naca23010,10.0,0.7430039999999999,0.14314441333622702,1006642.2300574186,0.25,11.25,11.0,0.0,0.10004833302099847,0.33413888368330774,0.152915105094647,0.006037426115903628,0.0,0.0,0.0,0.005468989797767721,0.0,0.11555768856832838,0.08089038199782986,25.673959735981025
0.6096,naca23010,10.0,0.7146174757281553,0.14519807087440226,968183.3871755651,0.25,11.25,11.0,0.0,0.10004833302099847,0.33413888368330774,0.15230401898152643,0.006060764804967464,0.0,0.0,0.0,0.005500635354921658,0.0,0.11634372840551799,0.08144060988386259,25.047349732208353
0.62865,naca23010,10.0,0.6898339805825242,0.14665164219052837,934606.0271317225,0.25,11.25,11.0,0.0,0.10004833302099847,0.33413888368330774,0.15175910384735336,0.006085170822570171,0.0,0.0,0.0,0.005531171495034976,0.0,0.11591606330063531,0.08114124431044471,24.420739728435677
0.6477,naca23010,10.0,0.665050485436893,0.14843748545216545,901028.6670878796,0.25,11.25,11.0,0.0,0.10004833302099847,0.33413888368330774,0.15121744106410462,0.006111373714018302,0.0,0.0,0.0,0.0055647280448817,0.0,0.11543584750099023,0.08080509325069316,23.830080230829957
0.6667500000000001,naca23010,11.0,0.640266990291262,0.15056306143782713,867451.307044037,0.25,11.0,10.75,0.0,0.10004833302099847,0.33413888368330774,0.15069684537431266,0.006139784626344191,0.0,0.0,0.0,0.005601653493596139,0.0,0.11624157924036488,0.0813691054682554,23.270560805342285
0.6858000000000001,naca23010,11.0,0.6154834951456309,0.15285981732526616,833873.9470001943,0.25,11.0,10.75,0.0,0.10004833302099847,0.33413888368330774,0.1502204300474431,0.006171385997696654,0.0,0.0,0.0,0.005642358815396285,0.0,0.11643320086754194,0.08150324060727936,22.711041379854613
0.7048500000000001,naca23010,11.0,0.5906999999999998,0.15534929926107846,800296.5869563516,0.25,11.0,10.75,0.0,0.10004833302099847,0.33413888368330774,0.14981752443426452,0.0062065880836782075,0.0,0.0,0.0,0.005687331524177671,0.0,0.11582947518858533,0.08108063263200972,22.151521954366938
0.7239,naca23010,11.0,0.5703673076923076,0.1568234474627602,772749.2968641225,0.25,11.0,10.75,0.0,0.10004833302099847,0.33413888368330774,0.14956724756359197,0.006240364058942859,0.0,0.0,0.0,0.005727819110157187,0.0,0.11597055208880469,0.08117938646216327,21.59200252887927
0.74295,naca23010,11.0,0.5516836538461538,0.1579330896316524,747436.1693798652,0.25,10.75,10.5,0.0,0.10004833302099847,0.33413888368330774,0.1494231218722495,0.006274848933534776,0.0,0.0,0.0,0.0057682218070384495,0.0,0.11713765337725934,0.08199635736408153,21.032483103391595
0.762,naca23010,12.0,0.5329999999999999,0.15912052606011945,722123.0418956077,0.25,10.75,10.5,0.0,0.10004833302099847,0.33413888368330774,0.14938358982200828,0.006312064165166775,0.0,0.0,0.0,0.005812036326522809,0.0,0.11657825460336002,0.08160477822235201,20.47296367790392
0.78105,naca23010,12.0,0.514316346153846,0.1603942348824534,696809.9144113503,0.25,10.75,10.5,0.0,0.10004833302099847,0.33413888368330774,0.149473568750065,0.006352286299919941,0.0,0.0,0.0,0.00585965413122657,0.0,0.11595841475802882,0.08117089033062017,19.913444252416248
0.8001,naca23010,12.0,0.4956326923076922,0.16176397261937117,671496.7869270929,0.25,10.75,10.5,0.0,0.10004833302099847,0.33413888368330774,0.14972132421762854,0.006395829441056157,0.0,0.0,0.0,0.005911528326207716,0.0,0.11782423994379093,0.08247696796065365,19.353924826928576
0.81915,naca23010,12.0,0.47839999999999994,0.16274592329968288,648149.4619941065,0.25,10.75,10.5,0.0,0.10004833302099847,0.33413888368330774,0.15011714244745386,0.006440004432279727,0.0,0.0,0.0,0.005963600494673613,0.0,0.11727692913301402,0.0820938503931098,18.7944054014409
0.8382000000000001,naca23010,12.0,0.46508349514563097,0.16242198859745852,630107.8954033849,0.25,10.75,10.5,0.0,0.10004833302099847,0.33413888368330774,0.15055098692538987,0.0064787028234827015,0.0,0.0,0.0,0.00600692551775412,0.0,0.11672292621793812,0.08170604835255668,18.23488597595323
0.8572500000000001,naca23010,12.0,0.45176699029126205,0.16207895697966754,612066.3288126636,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.15111172185930258,0.0065196090506021214,0.0,0.0,0.0,0.00605321434995094,0.0,0.11749853276979003,0.08224897293885301,17.675366550465554
0.8763000000000001,naca23010,13.0,0.43845048543689313,0.16171508842655444,594024.7622219422,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.15181446430667472,0.006562903137048946,0.0,0.0,0.0,0.0061027479718249325,0.0,0.11822100058073293,0.08275470040651305,17.115847124977883
0.8953500000000001,naca23010,13.0,0.4251339805825242,0.16132842490726504,575983.1956312208,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.15267547998101574,0.006608786265678989,0.0,0.0,0.0,0.006155842066095162,0.0,0.11753084046349838,0.08227158832444886,16.556327699490208
0.9144000000000001,naca23010,13.0,0.4118174757281553,0.1643784075491249,557941.6290404993,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.15371225574773342,0.00665118266883764,0.0,0.0,0.0,0.006212852089257081,0.0,0.11677897349295452,0.08174528144506815,16.340932725086212
0.93345,naca23010,13.0,0.40144599999999997,0.16671337848056644,543890.0688120528,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.15465350722977572,0.006686788992398962,0.0,0.0,0.0,0.006260222199997996,0.0,0.11786572883605276,0.08250601018523693,16.15566683965943
0.9525,naca23010,13.0,0.39153999999999994,0.1689710808957562,530469.1478870661,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.15567138856467322,0.006722927643714497,0.0,0.0,0.0,0.006308104385905541,0.0,0.11817975587381535,0.08272582911167074,15.97040095423264
0.97155,naca23010,14.0,0.381634,0.17134598880167717,517048.2269620795,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.1568142800169605,0.006761148631138736,0.0,0.0,0.0,0.0063587692220088915,0.0,0.11749316171161994,0.08224521319813395,15.78513506880585
0.9906,naca23010,14.0,0.37172799999999995,0.17384747225593494,503627.3060370928,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.15809142331739442,0.006801607542171007,0.0,0.0,0.0,0.0064124386355631545,0.0,0.11676021018560923,0.08173214712992645,15.599869183379065
1.0096500000000002,naca23010,14.0,0.36182199999999987,0.17648592745374547,490206.38511210604,0.5,10.5,10.0,0.0,0.10004833302099847,0.33413888368330774,0.19269640119939968,0.006844476063315269,0.0,0.0,0.0,0.006672770938898685,0.0,0.11597896386741668,0.08118527470719167,15.414603297952276
1.0287,naca23010,14.0,0.35519687499999997,0.177617016815207,481230.4837651294,0.5,10.5,10.0,0.0,0.10004833302099847,0.33413888368330774,0.193916308746261,0.0068753329255349235,0.0,0.0,0.0,0.006714181696946617,0.0,0.11542861394841886,0.0808000297638932,15.229337412525489
1.04775,naca23010,14.0,0.3506328125,0.17774014631331422,475046.96651203063,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.16130421886906693,0.0068979545296279365,0.0,0.0,0.0,0.006537890778629289,0.0,0.11616822450200626,0.08131775715140438,15.044071527098703
1.0668,naca23010,15.0,0.34606875,0.17786652355179072,468863.44925893174,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.16209525368286723,0.0069211182422036326,0.0,0.0,0.0,0.006567231054536646,0.0,0.1172102898196366,0.08204720287374562,14.858805641671914
1.08585,naca23010,15.0,0.3415046875,0.1779962787445741,462679.932005833,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.16292287329812014,0.006944843957361517,0.0,0.0,0.0,0.006597419495226821,0.0,0.11686145999155473,0.0818030219940883,14.673539756245127
1.1049,naca23010,15.0,0.336940625,0.17812954916090507,456496.4147527341,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.163788256981381,0.006969152740987461,0.0,0.0,0.0,0.006628488660612488,0.0,0.11643070988992632,0.08150149692294842,14.488273870818338
1.12395,naca23010,15.0,0.33188920454545456,0.1785282524715068,449652.6115547415,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.16479154588279413,0.006996518447107864,0.0,0.0,0.0,0.006663943347952773,0.0,0.11593874660995485,0.08115712262696839,14.30300798539155
1.143,naca23010,15.0,0.3264772727272727,0.1791368731107016,442320.3776577864,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.1659213604709353,0.007026535740046439,0.0,0.0,0.0,0.0067032265529461555,0.0,0.11539364102710636,0.08077554871897445,14.117742099964763
1.16205,naca23010,16.0,0.3210653409090909,0.18166219606985884,434988.14376083127,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.16711011916910556,0.007055800658675812,0.0,0.0,0.0,0.00674391361748518,0.0,0.11482959111936886,0.0803807137835582,14.079436934877302
1.1811,naca23010,16.0,0.3156534090909091,0.18458837433807618,427655.9098638762,0.25,10.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.168360084424667,0.007086032207150874,0.0,0.0,0.0,0.006786070046210929,0.0,0.11424633273879903,0.07997243291715932,14.06507751942765
1.20015,naca23010,16.0,0.3102414772727273,0.18761664261317887,420323.67596692103,0.5,10.5,10.0,0.0,0.10004833302099847,0.33413888368330774,0.20396500321889205,0.007117597778293118,0.0,0.0,0.0,0.007040869696841044,0.0,0.11364364220427758,0.0795505495429943,14.050718103978
1.2192,naca23010,16.0,0.3048320987654321,0.1907508406354058,412994.90136569645,0.5,10.5,10.0,0.0,0.10004833302099847,0.33413888368330774,0.20540500958098537,0.007150562363524922,0.0,0.0,0.0,0.007086404834025365,0.0,0.11302164143825588,0.07911514900677911,14.036358688528347
1.23825,naca23010,16.0,0.2994228395061728,0.19399820639889098,405666.28832498664,0.5,10.5,10.0,0.0,0.10004833302099847,0.33413888368330774,0.20689987929322787,0.007185028309909204,0.0,0.0,0.0,0.007133481948805617,0.0,0.11237994397523376,0.07866596078266364,14.021999273078695
1.2573,naca23010,17.0,0.29401358024691354,0.19736506217579375,398337.67528427695,0.5,10.5,10.0,0.0,0.10004833302099847,0.33413888368330774,0.2084513479328621,0.007221093927797632,0.0,0.0,0.0,0.007182169880851005,0.0,0.11338516497522748,0.07936961548265924,14.007639857629043
1.27635,naca23010,17.0,0.28860432098765426,0.2008581267060754,391009.0622435672,0.5,10.5,10.0,0.0,0.10004833302099847,0.33413888368330774,0.21006118082974304,0.007258867111899203,0.0,0.0,0.0,0.007232539552727171,0.0,0.11384314179567978,0.07969019925697585,13.993280442179392
1.2954,naca23010,17.0,0.2836028169014084,0.20419063051792563,384232.8871125857,0.5,10.5,10.0,0.0,0.10004833302099847,0.33413888368330774,0.21160317703790488,0.0072954140638482315,0.0,0.0,0.0,0.007280672884201728,0.0,0.11317987001438823,0.07922590901007176,13.978921026729738
1.3144500000000001,naca23010,17.0,0.2787732394366197,0.2075147271795794,377689.6428913029,0.5,10.5,10.0,0.0,0.10004833302099847,0.33413888368330774,0.21314239915382813,0.007332278999833719,0.0,0.0,0.0,0.007328633431141466,0.0,0.11251979168316295,0.07876385417821406,13.964561611280088
1.3335000000000001,naca23010,18.0,0.27394366197183095,0.21095603029319007,371146.3986700201,0.5,10.5,10.0,0.0,0.10004833302099847,0.33413888368330774,0.21473236983742952,0.0073707952906292475,7.312358884773232e-06,0.0,0.0,0.007378107649514021,0.0,0.11184039487977093,0.07828827641583964,13.950202195830435
1.3525500000000001,naca23010,18.0,0.2691140845070422,0.21452085009302282,364603.15444873733,0.5,10.5,10.0,0.0,0.10004833302099847,0.33413888368330774,0.21637450281280945,0.007411077576471667,1.8077274662256504e-05,0.0,0.0,0.007429154851133923,0.0,0.11114169044632838,0.07779918331242985,13.935842780380783
1.3716000000000002,"10% naca23008, 90% naca0007",20.0,0.2597543859649121,0.22202164823174864,351922.3777461691,1.5,7.5,6.0,0.0,0.07100863078150857,0.0,0.23193843488579194,0.006628437793438072,0.0,0.0,0.0,0.006326779824029187,0.0,0.10718319519166541,0.07502823663416579,13.921483364931133
1.3906500000000002,"8% naca23008, 92% naca0007",22.0,0.25028508771929814,0.2301839560608099,339093.1123545377,1.5,7.5,6.0,0.0,0.07086648662807987,0.0,0.23086005486100192,0.006795305077152303,0.0,0.0,0.0,0.006407635993546824,0.0,0.10925565431279227,0.07647895801895459,13.90712394948148
1.4097000000000002,"8% naca23008, 92% naca0007",23.0,0.2408157894736841,0.2389960868653669,326263.8469629063,1.5,7.25,5.75,0.0,0.07079539593878661,0.0,0.23043762045935634,0.006969196883021195,0.0,0.0,0.0,0.006499284758942989,0.0,0.1113258007680335,0.07792806053762344,13.893224385278453
1.42875,"6% naca23008, 94% naca0007",25.0,0.23134649122807013,0.24877849252905063,313434.58157127496,1.75,7.25,5.5,0.0,0.07065317732547673,0.0,0.2553456498698434,0.007171549373732962,0.0,0.0,0.0,0.006624689148482504,0.0,0.1142991776804157,0.08000942437629098,13.893224385278453
1.4478,"5% naca23008, 95% naca0007",27.0,0.22187719298245615,0.2593958872742514,300605.3161796436,1.75,2.25,0.5,0.0,0.07051090905310903,0.0,0.25394873120030853,0.006791474005926182,0.0,0.875,0.0,0.006716740245267508,0.0,0.11768554481874427,0.08237988137312098,13.893224385278453
1.46685,"4% naca23008, 96% naca0007",29.0,0.21240789473684207,0.27095994436040044,287776.0507880121,2.0,2.25,0.25,0.0,0.07036859110636408,0.0,0.2766206065517367,0.006880247267076628,5.536445082518146e-06,0.9375,0.0,0.006885783712159146,0.0,0.1214065172335364,0.08498456206347547,13.893224385278453
1.4859,"3% naca23008, 97% naca0007",30.0,0.20293859649122806,0.2836031801476082,274946.78539638076,2.0,2.25,0.25,0.0,0.07029741350031049,0.0,0.27623436514846833,0.006971137883532924,1.696200010180282e-05,0.9375,0.0,0.006988099883634727,0.0,0.12487599021557677,0.08741319315090373,13.893224385278453
1.50495,"1% naca23008, 99% naca0007",32.0,0.19346929824561404,0.29748405489401347,262117.52000474933,2.25,2.25,0.0,0.0,0.07015502101325724,0.0,0.2969735483758696,0.007056039589998182,0.0001637088148931376,1.0,0.0,0.00721974840489132,0.0,0.1289489907264163,0.09026429350849141,13.893224385278453
1.524,naca0007,34.0,0.18399999999999997,0.3127936485848072,249288.25461311784,2.5,2.25,-0.25,0.25,0.07001676170870978,0.0,0.3160697228799807,0.0071394183585913,0.0003829234518761323,1.0,0.0,0.007522341810467432,0.0,0.1329503903254627,0.09306527322782387,13.893224385278453
